latitude,longitude,date,time,road_type,lanes,speed_limit,weather,severity
18.566034,73.856721,2024-10-01,10:38:24,highway,6,80,clear,3
18.571581,73.902977,2023-03-21,22:11:26,arterial,2,80,fog,3
18.612597,73.893625,2022-07-22,11:15:03,collector,2,40,clear,3
18.641105,73.753647,2021-12-13,06:17:11,collector,2,40,cloudy,1
18.489156,73.751513,2023-01-19,22:22:00,collector,1,40,clear,1
18.579495,73.929606,2021-04-30,18:03:26,collector,1,30,fog,1
18.498696,73.935407,2022-07-17,16:39:00,collector,1,40,clear,2
18.462053,73.936887,2024-01-24,21:04:38,highway,6,100,cloudy,2
18.520325,73.770284,2021-09-08,11:41:46,service,1,30,clear,1
18.547174,73.801355,2023-07-10,04:19:17,residential,1,50,rain,1
18.506975,73.811458,2021-09-16,09:39:20,arterial,4,60,rain,3
18.610605,73.857832,2024-02-05,20:50:58,arterial,2,80,clear,2
18.512262,73.872067,2023-01-03,07:34:02,service,1,40,rain,2
18.59323,73.804525,2024-05-19,09:26:03,collector,2,30,rain,2
18.53271,73.774377,2022-06-17,07:42:39,service,1,40,clear,1
18.48623,73.886224,2021-06-18,15:47:14,highway,6,80,rain,3
18.486288,73.855033,2021-10-03,14:46:42,service,1,30,clear,1
18.591809,73.771375,2021-07-22,11:00:40,collector,2,50,clear,1
18.563462,73.801313,2024-09-20,23:48:50,highway,4,100,cloudy,3
18.642585,73.846709,2022-08-16,05:31:36,arterial,4,60,clear,2
18.611199,73.860045,2024-04-04,17:17:20,residential,2,50,clear,3
18.458683,73.87663,2022-09-27,19:27:12,arterial,2,60,rain,2
18.640281,73.870322,2021-07-03,00:58:07,collector,2,50,clear,1
18.613838,73.926841,2024-06-03,09:59:54,arterial,4,60,cloudy,1
18.495616,73.792409,2023-10-10,04:30:41,collector,2,50,fog,1
18.572196,73.832206,2022-07-23,00:11:59,collector,2,30,fog,1
18.617972,73.930005,2024-05-02,13:45:00,collector,1,40,cloudy,2
18.520684,73.797374,2023-01-22,11:53:09,arterial,4,80,fog,3
18.606105,73.804961,2024-08-21,04:40:12,highway,6,80,rain,1
18.614523,73.834748,2023-03-01,16:25:15,service,1,30,fog,1
18.58351,73.769107,2023-09-15,19:11:55,highway,4,100,clear,3
18.574772,73.840354,2022-11-08,08:02:50,highway,6,80,clear,2
18.567322,73.783603,2023-08-05,02:14:30,highway,6,100,cloudy,3
18.597375,73.922559,2023-07-18,03:23:30,highway,6,100,rain,1
18.493348,73.769143,2024-08-14,07:27:35,collector,1,30,fog,2
18.454728,73.878394,2023-03-05,02:36:12,collector,1,50,rain,1
18.571419,73.859339,2022-01-07,16:08:00,highway,4,100,rain,3
18.496389,73.828181,2022-07-03,13:33:12,service,1,50,cloudy,1
18.568895,73.849353,2023-12-30,00:55:36,highway,6,100,clear,2
18.647557,73.777288,2024-06-20,20:35:54,arterial,2,80,rain,3
18.589029,73.830864,2023-06-13,02:04:34,highway,4,100,fog,3
18.53564,73.89352,2023-05-18,19:15:45,highway,6,80,fog,3
18.588487,73.948251,2022-02-05,07:30:20,collector,2,40,fog,2
18.475679,73.770822,2024-04-11,02:27:27,residential,2,50,fog,1
18.594868,73.865677,2023-07-01,14:28:41,highway,4,100,cloudy,1
18.504832,73.765884,2023-09-12,08:37:26,residential,2,40,rain,3
18.467132,73.928838,2023-03-14,08:40:22,collector,2,30,clear,1
18.488373,73.814674,2022-09-12,17:12:43,arterial,2,80,clear,2
18.495331,73.820999,2021-12-06,12:44:09,collector,1,50,fog,2
18.463885,73.853812,2024-11-14,12:33:16,residential,1,30,cloudy,2
18.463523,73.910071,2024-09-17,18:11:55,arterial,2,60,rain,3
18.496742,73.858002,2024-07-23,04:49:04,collector,1,30,fog,1
18.626016,73.880175,2021-05-02,22:13:43,service,1,40,clear,1
18.556592,73.814867,2022-05-05,23:35:40,service,2,30,fog,3
18.5166,73.883897,2024-11-23,23:12:35,collector,2,30,fog,2
18.648828,73.882368,2021-07-19,05:21:20,highway,6,80,cloudy,3
18.561557,73.89613,2022-09-04,14:49:50,residential,1,50,cloudy,2
18.543041,73.762028,2022-05-06,08:19:55,highway,4,100,clear,3
18.562459,73.941525,2022-05-21,13:08:27,arterial,2,80,fog,1
18.485061,73.888001,2023-01-03,05:01:43,collector,2,30,fog,1
18.490187,73.857166,2021-11-24,01:13:11,service,2,40,fog,1
18.469335,73.840074,2021-10-07,10:45:23,collector,1,30,rain,2
18.601233,73.819514,2024-06-03,02:33:28,residential,2,30,cloudy,1
18.582982,73.90909,2024-02-22,06:50:31,residential,1,30,cloudy,1
18.635436,73.796928,2021-07-28,21:28:03,collector,2,40,fog,1
18.529863,73.780483,2024-08-26,15:16:25,collector,2,30,clear,2
18.648497,73.9354,2021-04-04,06:19:06,residential,2,50,fog,1
18.557991,73.918407,2024-03-02,16:26:50,arterial,4,80,fog,2
18.554192,73.874717,2024-12-18,13:41:01,arterial,2,80,fog,1
18.467825,73.901054,2024-09-09,09:50:40,collector,1,40,rain,1
18.475543,73.915214,2023-11-12,18:26:53,collector,2,30,cloudy,1
18.606406,73.891749,2022-03-22,02:22:23,service,1,50,rain,2
18.457232,73.810626,2022-06-09,02:44:52,service,1,30,cloudy,1
18.502623,73.822027,2021-12-21,12:34:53,arterial,4,80,fog,2
18.467529,73.937392,2022-09-07,07:38:35,arterial,4,80,cloudy,2
18.56076,73.811105,2021-10-13,15:46:27,highway,4,100,rain,3
18.529396,73.839441,2023-12-25,11:52:29,highway,4,100,rain,1
18.570119,73.853136,2021-04-10,02:21:10,service,1,40,clear,2
18.633878,73.849393,2021-05-10,07:49:47,highway,4,80,fog,3
18.648432,73.920285,2024-10-07,12:45:48,service,1,30,fog,2
18.491702,73.936119,2022-11-20,10:13:05,residential,1,30,rain,1
18.473273,73.91349,2022-07-09,08:00:20,arterial,4,80,cloudy,2
18.526125,73.925595,2021-07-29,21:26:55,collector,2,50,rain,2
18.623611,73.911185,2024-09-24,19:52:48,collector,2,40,cloudy,1
18.608006,73.810936,2021-12-19,19:57:43,highway,6,100,cloudy,2
18.466184,73.830596,2021-08-30,21:34:14,arterial,2,60,clear,2
18.484705,73.88899,2022-12-30,20:58:03,collector,2,40,clear,1
18.51922,73.945122,2024-04-04,17:40:24,service,1,30,fog,2
18.578194,73.914496,2021-10-20,22:26:08,service,2,30,cloudy,1
18.476505,73.922403,2024-02-20,01:44:43,service,1,40,cloudy,1
18.634551,73.847412,2023-08-30,09:43:54,residential,2,50,fog,2
18.571251,73.902962,2024-06-10,10:34:19,arterial,2,60,cloudy,1
18.484968,73.850513,2022-03-26,20:53:43,highway,6,100,cloudy,3
18.529733,73.779275,2023-02-04,06:56:27,residential,1,30,fog,1
18.523507,73.763634,2023-04-12,01:09:19,highway,4,100,rain,2
18.455162,73.777033,2024-01-17,00:26:14,service,1,30,clear,1
18.642623,73.859906,2023-02-06,17:58:46,residential,2,40,fog,2
18.643164,73.8365,2023-02-14,05:32:25,arterial,2,80,cloudy,1
18.512363,73.851228,2024-03-11,23:15:43,residential,2,40,clear,1
18.537902,73.771133,2023-01-01,08:20:32,residential,2,40,rain,2
18.578165,73.793208,2021-07-09,11:03:22,residential,2,30,cloudy,2
18.573918,73.88004,2021-02-22,01:21:15,residential,1,50,cloudy,2
18.480405,73.76227,2021-11-20,19:28:20,service,2,40,cloudy,1
18.606152,73.84196,2024-02-06,06:38:46,highway,6,100,clear,3
18.461633,73.948973,2021-11-05,16:57:14,arterial,2,60,clear,1
18.461556,73.889007,2022-11-06,10:43:10,arterial,2,80,clear,2
18.646736,73.797836,2022-09-07,20:48:10,residential,1,50,clear,2
18.47845,73.774277,2023-01-09,07:22:30,collector,2,30,rain,1
18.510655,73.770209,2023-02-16,14:20:20,highway,4,80,fog,2
18.588432,73.762458,2021-08-28,02:29:42,collector,1,40,clear,1
18.551884,73.949339,2023-05-18,08:48:47,arterial,2,60,cloudy,3
18.612794,73.873044,2022-07-11,09:27:07,residential,1,40,fog,2
18.511251,73.874779,2023-05-19,09:57:17,arterial,2,60,cloudy,2
18.555408,73.835217,2022-05-18,19:41:51,service,1,30,fog,2
18.476142,73.927321,2022-11-30,02:15:26,arterial,4,80,fog,1
18.539957,73.788925,2023-09-19,03:20:08,collector,1,30,cloudy,2
18.523552,73.832826,2022-07-20,13:42:25,collector,2,50,rain,1
18.615508,73.896723,2023-04-18,05:45:19,service,2,50,rain,1
18.603861,73.752206,2022-03-16,19:49:02,arterial,4,60,cloudy,1
18.533231,73.846269,2023-10-21,13:14:17,highway,4,80,clear,3
18.453838,73.801963,2021-11-10,22:03:08,highway,4,80,cloudy,1
18.602058,73.777422,2023-09-24,22:14:10,service,2,30,cloudy,1
18.557062,73.79304,2023-07-31,07:35:18,highway,4,100,clear,3
18.452424,73.79824,2024-07-16,14:06:18,highway,4,100,cloudy,3
18.645175,73.910307,2024-12-28,12:15:58,service,1,50,fog,1
18.641915,73.847571,2021-03-05,03:39:33,highway,4,80,fog,3
18.471947,73.859592,2021-05-31,20:52:05,highway,6,80,rain,2
18.540875,73.918871,2023-10-18,10:07:53,residential,2,50,rain,1
18.469617,73.847648,2023-09-20,01:38:22,collector,2,50,fog,2
18.48001,73.814935,2024-10-03,10:03:54,highway,4,100,rain,3
18.597471,73.845204,2023-10-19,10:33:55,residential,2,40,cloudy,2
18.525178,73.828895,2022-05-20,07:58:56,arterial,4,80,cloudy,2
18.541889,73.907003,2023-05-25,19:33:22,collector,2,50,rain,3
18.628417,73.941067,2022-01-30,17:07:45,arterial,4,80,cloudy,1
18.607381,73.813081,2021-02-23,20:19:35,arterial,2,80,clear,1
18.587627,73.837521,2021-12-11,16:32:09,residential,1,50,fog,2
18.500934,73.918174,2024-11-28,18:58:55,collector,1,30,rain,1
18.457685,73.930352,2021-08-31,12:05:41,residential,2,50,fog,1
18.542295,73.87744,2022-02-03,01:27:45,arterial,4,60,clear,3
18.581871,73.929024,2024-01-30,01:02:14,arterial,2,80,cloudy,3
18.577334,73.872787,2023-12-08,05:58:07,collector,2,30,clear,2
18.46333,73.853682,2023-06-15,05:24:48,service,1,40,clear,1
18.480034,73.897487,2024-06-23,09:15:02,service,1,30,cloudy,2
18.552444,73.886046,2024-08-12,14:50:29,collector,2,30,clear,1
18.458335,73.766958,2021-03-05,23:23:08,arterial,4,60,rain,1
18.593265,73.764417,2023-11-13,10:56:31,service,1,30,cloudy,1
18.464251,73.752422,2024-05-06,13:56:06,service,1,40,rain,1
18.6413,73.897502,2023-06-07,16:50:57,highway,6,80,cloudy,2
18.52065,73.809307,2022-11-06,23:00:09,residential,2,50,rain,1
18.519941,73.904931,2022-09-07,02:33:11,collector,1,30,rain,1
18.582274,73.787039,2024-04-21,16:09:19,service,1,30,fog,2
18.484822,73.769679,2022-10-20,22:44:17,arterial,2,80,fog,2
18.582061,73.902875,2023-10-16,03:27:02,highway,4,100,fog,3
18.503009,73.754189,2024-06-01,02:24:18,service,2,30,rain,3
18.466434,73.943572,2021-12-29,17:07:23,residential,1,50,fog,2
18.509089,73.903845,2021-06-24,13:31:19,highway,4,100,rain,1
18.574933,73.826388,2023-12-14,18:33:38,highway,6,100,fog,1
18.491137,73.774277,2021-11-21,16:26:25,collector,1,50,rain,2
18.573003,73.904927,2022-02-06,19:28:09,collector,1,50,cloudy,2
18.578781,73.85606,2021-01-29,13:34:24,service,2,30,clear,1
18.45839,73.943698,2021-11-08,18:29:28,collector,1,40,fog,2
18.609743,73.808564,2021-01-13,22:43:14,highway,6,100,cloudy,3
18.645994,73.870376,2021-01-30,15:17:29,arterial,2,80,cloudy,2
18.566485,73.899615,2024-01-08,11:06:58,highway,6,80,fog,2
18.612354,73.881296,2023-02-17,17:36:55,service,1,30,clear,3
18.475619,73.817654,2022-04-19,16:31:19,arterial,4,60,cloudy,1
18.635617,73.794923,2023-11-30,00:58:35,arterial,4,60,fog,3
18.524433,73.836415,2023-02-18,16:00:32,arterial,4,80,clear,3
18.537881,73.872588,2024-06-19,20:07:54,highway,4,80,fog,2
18.638615,73.798139,2022-09-03,06:22:57,residential,2,50,clear,3
18.4743,73.789494,2023-08-10,09:43:51,residential,1,50,cloudy,1
18.627385,73.879162,2022-05-01,06:28:24,collector,2,50,fog,1
18.507181,73.913189,2023-10-11,13:56:36,residential,1,40,rain,2
18.622274,73.919303,2024-10-27,23:50:44,collector,2,30,rain,2
18.633785,73.800448,2023-05-28,10:55:16,residential,1,50,fog,2
18.601008,73.842108,2024-01-23,14:41:10,highway,6,80,rain,3
18.6184,73.895698,2024-04-04,01:29:08,arterial,4,80,cloudy,2
18.605289,73.881232,2024-12-21,13:24:49,arterial,2,60,rain,1
18.485486,73.859005,2021-02-10,16:44:25,collector,1,50,fog,1
18.646934,73.937478,2023-12-04,19:18:18,highway,4,100,fog,1
18.458635,73.782963,2024-08-07,10:19:11,collector,2,30,cloudy,2
18.476346,73.895196,2023-02-03,10:25:11,service,1,30,rain,1
18.613557,73.792702,2022-09-27,17:18:28,highway,6,80,fog,3
18.551171,73.918141,2021-11-12,02:11:01,residential,1,40,clear,2
18.59656,73.858447,2023-02-01,02:23:42,arterial,2,80,cloudy,2
18.56807,73.851672,2021-03-06,23:23:47,collector,2,40,cloudy,2
18.50951,73.863004,2024-02-28,09:12:28,collector,1,40,clear,1
18.587777,73.924665,2024-09-25,13:31:28,highway,6,80,rain,3
18.577258,73.902224,2023-03-13,18:35:50,highway,6,100,rain,2
18.482014,73.842311,2022-04-19,02:36:05,arterial,2,80,cloudy,2
18.451866,73.799336,2024-11-28,16:01:37,highway,6,100,rain,1
18.595292,73.948362,2023-02-17,17:52:31,highway,4,100,rain,2
18.469836,73.830299,2022-12-02,10:14:35,highway,6,80,rain,3
18.610014,73.790807,2021-05-21,02:08:29,arterial,2,60,fog,1
18.561017,73.896614,2024-01-03,02:02:24,service,1,50,fog,2
18.573197,73.787605,2024-02-04,03:49:14,collector,2,50,rain,1
18.521077,73.906758,2024-04-08,10:49:15,residential,1,30,fog,2
18.560845,73.751046,2021-10-05,20:38:10,highway,6,100,cloudy,3
18.602198,73.757062,2022-11-25,05:42:46,arterial,2,60,rain,3
18.599147,73.790496,2021-01-06,11:42:57,collector,1,40,fog,1
18.641615,73.823588,2023-02-14,14:43:48,collector,2,30,clear,1
18.515386,73.779778,2023-10-22,10:50:48,service,2,40,cloudy,1
18.511121,73.92533,2023-07-22,05:25:41,highway,6,80,rain,1
18.649267,73.823662,2021-08-19,07:23:26,highway,4,80,fog,3
18.539722,73.894414,2023-11-03,03:26:00,collector,2,30,fog,1
18.627239,73.868609,2022-10-10,17:16:50,residential,2,50,rain,2
18.528305,73.832524,2023-12-24,04:10:49,collector,2,50,rain,2
18.589124,73.750644,2024-12-18,00:05:05,highway,6,100,clear,2
18.573918,73.821099,2022-08-12,15:52:58,highway,4,100,cloudy,3
18.608839,73.768598,2021-07-09,13:21:20,arterial,4,60,fog,3
18.56764,73.846195,2023-08-09,19:01:03,highway,4,100,clear,3
18.578465,73.762971,2023-07-29,11:45:31,arterial,4,80,cloudy,2
18.565997,73.862297,2023-08-27,04:13:33,arterial,4,80,rain,2
18.562132,73.870698,2021-10-07,11:25:39,collector,2,30,rain,1
18.585294,73.910998,2021-02-07,06:17:33,service,1,50,clear,3
18.503964,73.91501,2022-10-06,04:34:21,highway,6,80,fog,1
18.549651,73.765412,2021-11-09,12:48:00,arterial,2,80,fog,2
18.46171,73.816848,2023-05-05,09:14:51,arterial,2,80,clear,2
18.606979,73.891536,2024-01-31,07:27:51,collector,1,30,clear,1
18.607723,73.853454,2022-06-09,23:11:56,service,1,50,cloudy,1
18.53804,73.779491,2021-08-30,09:13:14,service,2,40,fog,3
18.515639,73.836804,2021-03-29,00:39:43,collector,2,50,fog,2
18.46772,73.794122,2021-11-20,12:35:15,collector,2,30,fog,3
18.569645,73.897133,2022-03-12,16:18:27,highway,6,80,fog,3
18.64967,73.936623,2022-08-29,04:05:00,residential,2,50,clear,2
18.578513,73.83425,2024-01-08,16:45:14,highway,6,80,fog,3
18.577235,73.90713,2022-01-05,03:56:42,arterial,4,60,cloudy,2
18.473667,73.831981,2021-09-29,20:56:53,highway,4,80,fog,3
18.61796,73.826767,2022-11-21,09:05:50,collector,2,50,clear,1
18.564374,73.867554,2022-06-13,08:26:23,service,2,30,fog,2
18.486895,73.822447,2021-06-02,15:05:01,collector,1,50,rain,1
18.516902,73.755239,2022-08-26,02:20:09,collector,1,40,clear,3
18.454838,73.916339,2023-12-04,07:10:02,collector,2,40,clear,3
18.504614,73.853616,2021-06-10,03:57:07,collector,1,50,fog,2
18.509745,73.938136,2023-09-20,10:05:09,residential,1,30,fog,1
18.501859,73.835931,2023-04-07,20:40:49,arterial,2,80,cloudy,1
18.624546,73.918387,2022-03-02,01:55:21,highway,4,80,clear,3
18.48722,73.910529,2023-05-04,09:50:10,arterial,2,80,fog,2
18.541637,73.846594,2021-09-24,01:35:38,highway,6,100,fog,1
18.476696,73.76612,2021-02-15,00:55:32,service,1,40,clear,1
18.595588,73.849292,2022-10-25,11:47:43,service,2,50,rain,1
18.53737,73.895902,2022-06-01,06:14:18,residential,2,50,clear,1
18.603103,73.781782,2024-06-16,17:16:56,service,2,40,clear,2
18.572045,73.777071,2024-01-09,06:46:04,service,1,30,cloudy,1
18.600275,73.881391,2024-10-23,10:08:54,collector,2,40,fog,1
18.641323,73.763792,2024-11-25,22:05:46,arterial,4,80,fog,1
18.461411,73.806437,2023-01-09,09:44:58,highway,6,100,fog,3
18.502341,73.799396,2022-03-15,11:19:02,arterial,2,80,rain,3
18.631251,73.799909,2024-05-22,17:16:58,highway,4,100,fog,3
18.50439,73.90188,2022-09-15,15:31:16,collector,1,50,cloudy,1
18.539948,73.905342,2021-09-05,00:42:21,service,1,40,cloudy,1
18.463073,73.847514,2023-12-15,04:25:37,collector,2,50,cloudy,2
18.456723,73.762531,2023-04-26,21:26:00,residential,1,50,rain,3
18.631287,73.777849,2023-06-11,23:17:27,service,2,40,clear,2
18.556484,73.832219,2024-06-30,23:14:26,service,2,40,rain,1
18.519469,73.929967,2021-06-18,22:17:37,collector,2,40,cloudy,2
18.454365,73.882758,2021-04-06,12:13:24,highway,4,80,rain,3
18.642679,73.862034,2023-10-24,15:26:39,residential,2,40,cloudy,2
18.637364,73.760452,2022-11-26,15:19:28,residential,2,40,rain,2
18.533759,73.802032,2024-11-19,14:43:21,arterial,4,60,cloudy,2
18.596164,73.946259,2023-08-08,22:01:39,collector,1,40,cloudy,1
18.501306,73.880835,2024-10-31,18:32:12,collector,1,50,clear,2
18.48962,73.863066,2022-07-13,01:36:38,highway,4,80,fog,3
18.542786,73.944401,2023-07-06,18:54:14,service,2,40,fog,1
18.571705,73.819901,2023-04-27,19:30:05,residential,2,30,rain,1
18.472819,73.780249,2022-08-21,10:44:34,arterial,2,80,cloudy,3
18.495063,73.800193,2023-11-07,21:52:27,residential,1,30,rain,2
18.620123,73.862245,2021-08-12,16:33:20,service,1,30,cloudy,1
18.554678,73.772954,2024-06-05,23:40:52,service,2,50,cloudy,1
18.622028,73.894563,2023-03-03,08:21:52,service,2,40,cloudy,1
18.463534,73.891567,2022-10-22,20:38:33,collector,2,50,clear,1
18.558708,73.766345,2023-02-19,09:48:20,arterial,4,60,cloudy,3
18.54166,73.846939,2023-06-02,14:09:05,service,1,50,fog,1
18.483155,73.93914,2023-12-09,15:36:14,highway,6,100,rain,3
18.619995,73.883804,2023-03-25,00:09:19,collector,1,40,clear,2
18.542459,73.832353,2023-10-29,01:54:23,highway,4,100,fog,3
18.580195,73.859086,2021-01-17,18:02:03,service,2,50,cloudy,2
18.462455,73.852501,2022-10-17,00:37:05,arterial,4,60,fog,1
18.611281,73.841848,2024-12-04,14:52:58,collector,2,30,fog,2
18.460391,73.907256,2023-06-18,02:39:43,residential,2,50,clear,2
18.490273,73.801724,2022-03-22,13:15:45,service,1,50,clear,1
18.482941,73.816043,2024-05-02,12:47:45,arterial,2,80,fog,2
18.60135,73.853877,2022-02-04,04:00:13,highway,4,80,clear,3
18.490976,73.925566,2022-07-29,09:54:23,residential,1,40,fog,1
18.625916,73.924116,2023-03-31,06:28:53,highway,4,80,fog,3
18.497759,73.840248,2024-06-30,12:04:57,residential,2,40,cloudy,1
18.646998,73.904402,2022-11-15,19:17:11,residential,2,30,rain,2
18.455433,73.763041,2024-03-19,14:28:56,highway,4,100,clear,2
18.542786,73.931844,2022-04-14,03:46:51,service,2,50,rain,2
18.55774,73.849563,2023-01-08,05:58:55,arterial,4,60,rain,2
18.471095,73.881356,2024-05-23,13:50:08,service,2,50,cloudy,2
18.614421,73.826084,2021-03-05,17:14:51,highway,6,100,fog,2
18.605122,73.942895,2022-02-19,21:45:19,highway,6,100,fog,3
18.490753,73.854666,2024-03-09,16:08:00,residential,2,50,rain,2
18.507428,73.908571,2021-10-07,11:46:44,arterial,2,60,clear,1
18.565519,73.876916,2021-06-01,18:28:25,collector,2,40,clear,1
18.609583,73.829194,2022-03-17,02:04:42,arterial,2,60,rain,2
18.633018,73.856606,2021-03-30,08:42:40,collector,1,50,rain,3
18.481591,73.88918,2021-05-15,04:43:02,collector,2,50,rain,2
18.608652,73.813352,2023-10-04,11:40:49,collector,1,50,rain,1
18.621436,73.931229,2022-04-03,14:18:50,service,2,40,clear,2
18.505381,73.946704,2023-12-12,07:53:15,arterial,2,60,fog,2
18.478142,73.790403,2021-04-07,21:58:12,service,2,30,cloudy,1
18.486845,73.928798,2024-06-16,15:24:45,arterial,4,60,rain,2
18.580859,73.780421,2024-12-13,12:12:23,residential,1,50,cloudy,1
18.538065,73.87306,2021-08-12,11:57:33,collector,1,50,cloudy,2
18.466693,73.926483,2024-11-18,16:32:16,service,1,30,fog,1
18.610721,73.851041,2023-06-07,13:16:08,arterial,2,80,cloudy,1
18.643425,73.833552,2023-09-22,17:25:45,highway,6,100,clear,2
18.646822,73.883584,2022-05-28,08:59:09,service,2,40,clear,1
18.576934,73.783191,2024-08-04,04:25:59,highway,4,100,rain,3
18.626386,73.835498,2024-06-24,16:22:48,service,2,40,clear,2
18.482447,73.752522,2022-09-15,08:00:08,highway,6,100,clear,1
18.561951,73.85548,2022-12-16,00:35:49,arterial,2,60,rain,3
18.593871,73.928052,2023-10-24,09:57:08,residential,2,30,fog,2
18.465881,73.896299,2022-07-13,02:13:31,service,2,50,clear,1
18.487482,73.921635,2021-02-25,10:55:43,residential,1,40,clear,1
18.613813,73.858159,2024-05-16,11:27:30,collector,2,50,fog,3
18.592049,73.81287,2024-06-15,01:16:50,service,1,40,clear,1
18.544234,73.914327,2024-05-08,18:30:44,highway,4,80,cloudy,3
18.541853,73.82156,2023-11-03,15:21:33,collector,1,50,cloudy,2
18.548842,73.91565,2024-12-07,15:37:57,highway,4,100,clear,3
18.517042,73.784752,2023-01-03,00:20:28,collector,1,50,clear,2
18.592403,73.915196,2021-01-23,07:34:25,residential,2,30,clear,1
18.470127,73.797975,2021-09-23,03:45:41,collector,1,30,clear,1
18.478394,73.819588,2024-05-26,11:24:42,collector,1,30,rain,1
18.54007,73.899765,2024-06-14,15:41:48,service,1,50,fog,2
18.58023,73.874186,2021-08-02,08:00:40,arterial,2,60,rain,2
18.520475,73.91829,2021-07-07,13:43:05,arterial,4,60,rain,3
18.544257,73.945821,2023-05-10,16:32:08,residential,1,50,cloudy,1
18.576828,73.775253,2021-06-05,07:04:17,collector,1,30,cloudy,3
18.585236,73.815021,2021-05-06,09:33:25,highway,4,80,clear,3
18.587265,73.763928,2023-07-12,07:52:41,arterial,4,60,cloudy,1
18.484976,73.921147,2023-09-21,22:25:52,arterial,4,60,cloudy,3
18.495436,73.917408,2023-08-07,10:30:21,highway,6,80,rain,3
18.505855,73.878576,2024-04-30,16:48:36,arterial,4,60,fog,2
18.58883,73.852531,2021-10-26,02:39:26,highway,6,80,clear,3
18.511062,73.792529,2023-09-01,04:16:47,residential,1,30,fog,1
18.456638,73.810789,2021-08-20,19:13:42,service,1,30,cloudy,2
18.580633,73.937661,2021-03-08,23:27:58,highway,6,80,fog,3
18.624241,73.903213,2022-06-04,07:24:25,collector,1,30,cloudy,2
18.607689,73.882997,2024-12-07,17:19:48,collector,1,30,rain,1
18.502057,73.931439,2021-06-30,07:13:12,highway,6,100,rain,2
18.584146,73.862088,2024-03-06,13:24:46,arterial,2,80,rain,1
18.472198,73.839411,2022-01-04,08:24:47,service,2,30,rain,1
18.542072,73.922913,2023-06-28,21:49:13,service,2,30,clear,1
18.55933,73.82608,2023-08-05,17:19:46,service,2,40,rain,1
18.64536,73.772144,2024-01-24,04:52:48,residential,2,30,fog,1
18.53451,73.758405,2021-02-19,20:34:23,collector,2,30,clear,1
18.597981,73.933615,2022-12-25,04:22:35,service,1,40,cloudy,1
18.506007,73.921668,2022-04-04,12:25:07,collector,1,50,rain,3
18.508444,73.932154,2024-08-21,04:51:37,residential,2,50,clear,1
18.600792,73.910981,2021-12-03,05:33:54,collector,2,40,cloudy,1
18.453601,73.942562,2022-10-28,01:06:40,residential,2,40,rain,2
18.595334,73.81095,2024-10-17,09:33:26,collector,1,40,rain,3
18.615879,73.806304,2021-03-04,05:29:44,service,2,50,clear,1
18.624551,73.772516,2024-06-11,20:25:11,highway,6,80,cloudy,1
18.590737,73.85814,2024-03-15,20:48:31,highway,4,80,cloudy,2
18.469307,73.798379,2022-01-07,08:53:31,highway,6,100,clear,2
18.452481,73.843754,2022-12-15,11:18:18,collector,2,40,clear,2
18.510253,73.869671,2024-09-20,00:30:08,service,2,50,rain,1
18.509448,73.809984,2023-09-11,22:56:58,highway,6,100,clear,3
18.598639,73.759629,2022-04-06,17:40:33,service,1,50,fog,1
18.630579,73.920453,2024-09-30,08:21:56,arterial,4,60,clear,1
18.583561,73.868644,2022-07-22,22:12:54,service,2,40,clear,1
18.62846,73.787066,2023-05-19,01:13:05,highway,4,100,rain,2
18.465794,73.797902,2021-06-26,09:44:13,service,1,40,rain,1
18.608916,73.756934,2022-02-20,07:49:23,collector,2,30,cloudy,1
18.566561,73.949088,2022-06-21,06:58:47,service,1,40,cloudy,2
18.621139,73.854289,2023-11-20,17:09:57,collector,2,50,fog,1
18.462728,73.916275,2023-11-12,22:41:05,highway,6,80,rain,1
18.569796,73.772987,2024-10-26,21:50:53,residential,1,30,fog,1
18.468771,73.931925,2021-06-24,00:34:44,residential,1,30,cloudy,2
18.58384,73.915857,2023-09-02,10:33:06,highway,6,80,fog,3
18.625796,73.864354,2022-10-15,15:34:50,service,2,30,clear,1
18.553489,73.836085,2024-09-16,06:49:29,residential,2,50,fog,1
18.513389,73.836919,2023-10-01,14:32:07,arterial,4,80,cloudy,2
18.604776,73.870385,2021-07-24,23:36:39,arterial,4,60,rain,2
18.628505,73.838676,2022-03-24,14:52:20,highway,6,100,rain,3
18.571418,73.876262,2021-09-16,10:27:53,collector,2,30,rain,3
18.568339,73.890527,2024-07-27,20:33:10,residential,1,30,rain,1
18.497487,73.852473,2022-05-07,20:40:00,collector,2,40,rain,1
18.470845,73.826902,2021-11-15,16:44:46,collector,2,40,clear,1
18.547533,73.880445,2022-11-28,14:38:54,collector,2,30,rain,3
18.640106,73.87013,2022-09-21,11:10:36,service,2,40,rain,1
18.598719,73.851253,2024-02-22,05:05:18,collector,2,40,fog,3
18.576821,73.764186,2024-03-17,13:11:03,collector,2,40,rain,2
18.500878,73.822371,2024-02-11,13:32:08,service,1,50,clear,2
18.544499,73.75913,2022-04-24,14:08:13,highway,4,100,cloudy,2
18.478005,73.805363,2022-05-22,23:49:26,highway,4,100,rain,2
18.644307,73.816269,2021-05-10,20:26:39,collector,1,50,cloudy,1
18.546408,73.78922,2023-02-01,21:52:26,arterial,4,80,clear,1
18.572156,73.806137,2024-08-19,08:07:22,service,2,40,fog,1
